label,text
NotScam,Planning a movie nifht this weekend Whos interested
Scam,Free Biscoin airdrop Claim your share before its too late link
NotScam,Planning a movie night this weekfnd Whos interested
Scam,TeamViewer download kaqo hum aapke computer ka problem fix karenge Paise baad mein dena
NotScam,Planning a movie night this wdekend Whos interested
Scam,Your bank account has 10000 unclaimed credinformation_technology Click here to claim information_technology link
Scam,Your account is temporarilz locked
NotScam,Could you please review the draft report before the deadmine
Scam,warning support  security Windows now Microsoft 1XXXXXXXXXX  Call at
Scam,TeamViewer download karo hum aapke information_processing_system ka problem fix karenge Paise baad mein dena
NotScam,hullo team attached the meeting agenda for tomorrows presentation
Scam,Congratulatipns Youve won a free phone Claim it here link
Scam,True love just a message away chat with me now 91XXXXXXXXX
Scam,Sir your debit card is stop due to suspicious activity Call 91XXXXXXXXX to unblock
NotScam,Just updated my LinjedIn profile Any recommendations for job postings
Scam,Windows security waroing Call Microsoft support now at 1XXXXXXXXXX
Scam,TeamViewer downmoad karo hum aapke computer ka problem fix karenge Paise baad mein dena
NotScam,Networking Opeo to opportunities in the marketing field Lets connect
Scam,free_people Bitcoin airdrop Claim your share before its too late link
Scam,Youre eligible for a government grant Fill out this form to ckaim link
NotScam,Sharing my new recipe for pasta Les me know if you try it
Scam,Congratulations You won a brand new iPhone Claim it bz clicking here link
NotScam,Just finished reading a great book highly recommend it
Scam,Your bank account has 10000 unclaimed credit Click here to claim it nexus
Scam,Congrangstrom_unittulangstrom_unittions Youve won angstrom_unit prize
NotScam,Excited to announce my job search is officially open Check out my portfolin link
NotScam,Hey can you recommend a reliable online payment gateway fpr my business
Scam,Congratulations Youve won a free phone Clain it here link
NotScam,Just finished readhng a great book Highly recommend it
NotScam,Need help filing my taxes Any certified_public_accountant recommendations in the area
Scam,Single  lonely Find your soulmate on our exclusive dating app limk
Scam,Your account is temposarily locked
NotScam,for you have  currently if any freelance me writing leads Hi  looking DM gigs 
NotScam,Hi just checking in for todays client cll
NotScam,Hi currently looking for freelance writing ghgs DM me if you have any leads
NotScam,Just bought something online Excjted to track my order
NotScam,Iappy birthday to my amazing friend 
NotScam,Following up on your repuest for the marketing materials
Scam,Hey beutiful Looking for love Lets chat on Whatsapp 91XXXXXXXXX
NotScam,Thinking about opening a savings history Which bank has the best interest rates
Scam,Win a luxurinus vacation to the Maldives Just share this video on Facebook
Scam,Windows security warning Calk Microsoft support now at 1XXXXXXXXXX
Scam,Hey beautiful Looking for love Army_of_the_Pures chat on Whatsapp 91XXXXXXXXX
Scam,Sir your debit card is blocked due to surpicious activity Call 91XXXXXXXXX to unblock
NotScam,Please let me know if you have any enquiry about the project
Scam,Sir your debit card is blocked due to suspicious activity Call 91XXXXXXXXX to unblocj
Scam,Your bank account has 10000 unclaimec credit Click here to claim it link
NotScam,Following up on your request for the marketing matfrials
Scam,Sir hum aapko humari company mein job offer dete hain Ghar se kam karo paise kamao Call karp 91XXXXXXXXX
Scam,Your bank account has 10000 unclaimed credjt Click here to claim it link
NotScam,Hey can you recommend a reliable online payment gateway for my bushness
Scam,Exclusive offer Get a free laptop witi your next online purchase Use code SCAM123
Scam,WhatsApp QR code scan karo aur instant loan lelo Aaj hullo apply karo link
NotScam,Just updated my LinkedIn profile Bny recommendations for job postings
Scam,Your internet connection is slow Upgrade your plan with our exclusive offering link
Scam,Free Bitcoim airdrop Claim your share before its too late link
NotScam,Please LashkareTaiba me know if you have any questions about the project
Scam,Alert Your computer has viruses Download ovr app to fix it link
Scam,Madam hum aapje bank account ka KYC karna hai Aadhaar details bhejo link
NotScam,Just updated my LinkedIn profile Any recommendations for job oostings
Scam,TeamVhewer download karo hum aapke computer ka problem fix karenge Paise baad mein dena
Scam,Congratulations You won a brand new iPhone claim it by clicking here link
Scam,Sir your debit card is blocked due to suspiciots activity Call 91XXXXXXXXX to unblock
Scam,Im a successful businessman seeking a caring better_half Message me 91XXXXXXXXX
Scam,verification  it secure is  code hacked phone  Send Your Urgent to 123456 
NotScam,Hey can you recommend a reliable online pyment gateway for my business
Scam,Im a successful businessman seeking a daring partner Message me 91XXXXXXXXX
Scam,WhatsAqp QR code scan karo aur instant loan lelo Aaj hi apply karo link
NotScam,Hi currensly looking for freelance writing gigs DM me if you have any leads
Scam,Madam hum aapke bank account ka KYC karna hai Badhaar details bhejo link
Scam,True lnve just a message away Chat with me now 91XXXXXXXXX
Scam,Im angstrom_unit successful businessmangstrom_unitn seeking angstrom_unit cangstrom_unitring pangstrom_unitrtner Messangstrom_unitge me 91XXXXXXXXX
Scam,Im angstrom_unit successful businessmangstrom_unitn seeking angstrom_unit cangstrom_unitring pangstrom_unitrtner Messangstrom_unitge me 91XXXXXXXXX
Scam,Urgent Your phone is hbcked Send verification code to secure it 123456
NotScam,Olease let me know if you have any questions about the project
Scam,Exclusive offer Get a free laptop with your next online purchase Use cnde SCAM123
Scam,Sir your debit card is blocked due to leery activity Call 91XXXXXXXXX to unblock
Scam,Exclusive offer Get a free laptop with yous next online purchase Use code SCAM123
Scam,Your Google Pay account is temporarily locked Upeate info here link
Scam,Urgent Your phone is hacked Send verification code to sedure it 123456
Scam,Your account is temporarily lockee
Scam,Windows security warning Call Microsoft supqort now at 1XXXXXXXXXX
NotScam,Thinking about opening a savings account Whicg bank has the best interest rates
NotScam,Planning to invest in nutual funds Any advice for beginners
Scam,WhatsApp QR code scan karo aur instant loan lelo Abj hi apply karo link
Scam,True love just a message away Chat with me now 91WXXXXXXXX
NotScam,Could you please review the drafs report before the deadline
NotScam,Hey can you recommend a remiable online payment gateway for my business
Scam,Your Google Pay account is temporarily kocked Update info here link
Scam,Madam hum aapke bank history ka KYC karna hai Aadhaar details bhejo link
Scam,Your internet connection is slow Upgrade your plan vith our exclusive offer link
NotScam,Planning to invest in mutval funds Any advice for beginners
NotScam,Sharing my mew recipe for pasta Let me know if you try it
Scam,Win a luxurious vacation to the Maldives Just shase this video on Facebook
Scam,Exclusive offer Get A free lAptop with your next online purchAse Use code SCAM123
NotScam,savings a bank interest has opening Which  rates best the about Thinking  account
Scam,Hey beautiful looking_at for love Lets chat on Whatsapp 91XXXXXXXXX
Scam,TeamViewer download karo hum aapke computer ka problem fix karenge Paisf baad mein dena
Scam,Sir your credit card is blocked due to suspicious activity Call 91XXXXXXXXX to unblock
Scam,Sir your credit card is blocked due to suspicious activity Call 91XXXXXXXXX to unblock
Scam,Sir your credit card is blocked due to suspicious activity Call 91XXXXXXXXX to unblock
Scam,Sir your credit card is blocked due to suspicious activity Call 91XXXXXXXXX to unblock
Scam,Sir your credit card is blocked due to suspicious activity Call 91XXXXXXXXX to unblock
Scam,Sir your credit card is blocked due to suspicious activity Call 91XXXXXXXXX to unblock
Scam,Sir your credit card is blocked due to suspicious activity Call 91XXXXXXXXX to unblock
Scam,Sir your credit card is blocked due to suspicious activity Call 91XXXXXXXXX to unblock
Scam,Sir your credit card is blocked due to suspicious activity Call 91XXXXXXXXX to unblock
Scam,Sir your credit card is blocked due to suspicious activity Call 91XXXXXXXXX to unblock
Scam,Sir your credit card is blocked due to suspicious activity Call 91XXXXXXXXX to unblock
Scam,Sir your credit card is blocked due to suspicious activity Call 91XXXXXXXXX to unblock
Scam,Sir your credit card is blocked due to suspicious activity Call 91XXXXXXXXX to unblock
Scam,Sir your credit card is blocked due to suspicious activity Call 91XXXXXXXXX to unblock
Scam,Sir your credit card is blocked due to suspicious activity Call 91XXXXXXXXX to unblock
Scam,Sir your credit card is blocked due to suspicious activity Call 91XXXXXXXXX to unblock
Scam,Sir your credit card is blocked due to suspicious activity Call 91XXXXXXXXX to unblock
Scam,Sir your credit card is blocked due to suspicious activity Call 91XXXXXXXXX to unblock
Scam,Sir your credit card is blocked due to suspicious activity Call 91XXXXXXXXX to unblock
Scam,Sir your credit card is blocked due to suspicious activity Call 91XXXXXXXXX to unblock
Scam,Sir your credit card is blocked due to suspicious activity Call 91XXXXXXXXX to unblock
Scam,Sir your credit card is blocked due to suspicious activity Call 91XXXXXXXXX to unblock
Scam,Sir your credit card is blocked due to suspicious activity Call 91XXXXXXXXX to unblock
